subscription_id,account_id,start_date,plan_tier,mrr_amount,auto_renew_flag
SUB90967,ACC1029,2026-02-14,Enterprise,88.2145873022251,True
SUB11257,ACC1030,2025-08-02,Enterprise,266.36461254005724,True
SUB22959,ACC1031,2025-09-13,Pro,85.49579083161797,True
SUB25185,ACC1031,2025-09-21,Enterprise,444.99963693738465,True
SUB96580,ACC1032,2025-12-16,Basic,172.77140407950125,True
SUB65129,ACC1032,2025-11-19,Basic,284.9682706458991,True
SUB33255,ACC1032,2025-11-14,Enterprise,203.98806320615108,True
SUB86876,ACC1033,2025-11-24,Enterprise,269.0553459380453,True
SUB52364,ACC1033,2026-02-16,Enterprise,191.30244182511788,True
SUB96244,ACC1034,2026-03-31,Pro,411.3001052265067,True
SUB94244,ACC1034,2025-11-06,Pro,262.0002565125827,True
SUB77307,ACC1034,2025-10-22,Pro,274.2667609944966,True
SUB27265,ACC1035,2025-12-10,Basic,311.5528231155775,True
SUB65053,ACC1035,2025-07-19,Enterprise,241.55995179658925,True
SUB32326,ACC1035,2025-12-31,Basic,100.27817140886255,True
SUB23083,ACC1036,2025-09-27,Enterprise,351.2468400151589,True
SUB24435,ACC1037,2025-12-04,Pro,58.54963854563687,True
SUB38755,ACC1037,2025-12-23,Pro,319.42951594632314,True
SUB13752,ACC1038,2026-02-15,Basic,406.1351992904215,True
SUB16702,ACC1038,2026-01-28,Pro,258.0817697932615,True
SUB35062,ACC1039,2026-01-13,Basic,222.91262895885654,True
SUB35614,ACC1039,2025-11-27,Enterprise,300.82652024439346,True
SUB21816,ACC1039,2025-07-02,Pro,116.0296191424144,True
SUB45585,ACC1040,2025-10-13,Pro,246.29973379441864,True
SUB29064,ACC1040,2026-04-19,Basic,281.1631902343483,True
SUB24494,ACC1040,2025-10-25,Basic,230.28483156899193,True
SUB26238,ACC1041,2025-08-29,Enterprise,448.8314546099587,True
SUB14522,ACC1042,2025-09-29,Enterprise,105.14033302466291,True
SUB36827,ACC1042,2025-11-18,Enterprise,270.84199452611523,True
SUB93328,ACC1043,2026-01-15,Basic,63.260419136591125,True
SUB58444,ACC1044,2025-08-09,Pro,384.74108721570366,True
SUB93046,ACC1045,2025-07-03,Enterprise,337.3543694087986,True
SUB43854,ACC1045,2025-08-29,Basic,101.36437430898162,True
SUB67537,ACC1046,2025-05-06,Enterprise,242.1970332806028,True
SUB73899,ACC1046,2025-10-27,Pro,226.24210401240947,True
SUB40344,ACC1046,2025-08-22,Basic,129.82147227679366,True
SUB55884,ACC1047,2026-02-18,Basic,456.52844979407087,True
SUB50497,ACC1048,2025-05-05,Pro,412.8541729389003,True
SUB35450,ACC1048,2025-05-08,Pro,476.2594367196383,True
SUB80829,ACC1049,2026-01-29,Pro,385.7761006110923,True
SUB82853,ACC1049,2025-05-23,Enterprise,152.01658278360003,True
SUB40851,ACC1050,2025-06-03,Pro,152.63603264613704,True
SUB87942,ACC1050,2026-04-28,Pro,204.3565715052444,True
SUB74160,ACC1050,2026-01-05,Basic,220.09073538867614,True
SUB43466,ACC1051,2026-03-26,Basic,227.60062349634137,True
SUB15825,ACC1052,2025-11-24,Enterprise,293.35953850582274,True
SUB66288,ACC1053,2025-08-01,Enterprise,467.45398807632534,True
SUB88334,ACC1054,2025-11-12,Enterprise,54.3147000475648,True
SUB69450,ACC1054,2025-08-29,Pro,452.8401438542904,True
SUB65854,ACC1055,2026-04-08,Enterprise,116.72256261180885,True
SUB60377,ACC1055,2026-02-14,Pro,410.6661144648243,True
SUB85291,ACC1056,2026-05-04,Basic,315.7218507027524,True
SUB36590,ACC1056,2026-05-05,Basic,92.70815825282367,True
SUB24797,ACC1056,2025-10-05,Enterprise,476.6059232807774,True
SUB32678,ACC1057,2026-02-10,Basic,449.56668359608636,True
SUB38326,ACC1058,2025-05-21,Basic,297.1117567052513,True
SUB19998,ACC1059,2026-02-21,Enterprise,164.88868946222237,True
SUB44708,ACC1059,2025-11-28,Basic,347.8404784675733,True
SUB60958,ACC1059,2026-04-24,Enterprise,274.559506331221,True
SUB11966,ACC1060,2025-08-01,Enterprise,474.4669476610302,True
SUB61400,ACC1060,2026-01-08,Pro,120.12415880968827,True
SUB88320,ACC1060,2026-01-08,Pro,213.70523963511812,True
SUB39385,ACC1061,2025-09-20,Pro,394.8354518659658,True
SUB88622,ACC1061,2025-08-11,Pro,88.90219375738366,True
SUB72628,ACC1061,2026-02-16,Pro,498.9102491493805,True
SUB92113,ACC1062,2026-03-27,Enterprise,209.34470365100438,True
SUB15461,ACC1063,2025-07-31,Enterprise,337.3869545069805,True
SUB30642,ACC1063,2025-06-18,Enterprise,149.7619165252135,True
SUB52651,ACC1064,2026-02-08,Enterprise,485.9853122465719,True
SUB77043,ACC1065,2026-02-28,Pro,116.38899435612781,True
SUB16679,ACC1065,2026-04-13,Enterprise,177.14546450204057,True
SUB80778,ACC1066,2025-08-13,Enterprise,278.98673564671856,True
SUB12086,ACC1067,2025-05-18,Pro,236.01752761295634,True
SUB74910,ACC1067,2025-11-14,Basic,63.83063937086363,True
SUB50992,ACC1067,2025-07-29,Enterprise,326.8440489468503,True
SUB69293,ACC1068,2026-03-07,Pro,376.52694864664875,True
SUB24128,ACC1068,2025-11-20,Enterprise,442.9854467434342,True
SUB63486,ACC1069,2025-11-24,Basic,329.5339006371191,True
SUB30700,ACC1070,2025-06-27,Pro,397.7086342699152,True
SUB74259,ACC1070,2026-02-03,Basic,168.80962313792674,True
SUB94541,ACC1070,2025-09-19,Basic,247.83831714035608,True
SUB95103,ACC1071,2025-08-15,Basic,338.96309306182513,True
SUB66393,ACC1071,2025-08-31,Enterprise,456.3635241048171,True
SUB10091,ACC1072,2025-09-24,Pro,196.2699351119867,True
SUB17657,ACC1072,2025-08-28,Basic,461.40271583785903,True
SUB86951,ACC1072,2025-07-06,Enterprise,414.8051768340852,True
SUB39553,ACC1073,2025-05-14,Pro,237.43702693829047,True
SUB32792,ACC1073,2025-11-24,Pro,174.02182407507246,True
SUB38625,ACC1073,2025-09-17,Enterprise,326.077978986141,True
SUB58565,ACC1074,2025-09-27,Basic,405.7892582668485,True
SUB98398,ACC1075,2025-10-25,Basic,163.89254755326363,True
SUB96235,ACC1075,2025-11-14,Pro,313.5250539347377,True
SUB99081,ACC1075,2026-02-27,Basic,453.97905305680916,True
SUB13776,ACC1076,2025-12-15,Enterprise,82.2871306784491,True
SUB80414,ACC1076,2025-12-23,Basic,51.57111902879032,True
SUB39911,ACC1076,2025-07-30,Basic,411.9139571352237,True
SUB19320,ACC1077,2026-04-19,Basic,162.3870097326108,True
SUB12194,ACC1077,2026-02-16,Enterprise,159.2865354378693,True
SUB21763,ACC1077,2026-04-18,Enterprise,270.22802878730545,True
SUB63905,ACC1078,2025-07-04,Pro,167.09086598354577,True
SUB84995,ACC1078,2026-03-30,Pro,403.54911080185275,True
SUB48060,ACC1079,2025-07-22,Enterprise,411.95315253992226,True
SUB84350,ACC1080,2025-06-19,Basic,410.67177398440606,True
SUB75352,ACC1080,2026-05-02,Basic,270.2519467601636,True
SUB94892,ACC1080,2026-04-01,Pro,131.47692316076927,True
SUB36405,ACC1081,2025-05-27,Enterprise,201.4543822579592,True
SUB42828,ACC1082,2025-07-02,Basic,176.69945184069206,True
SUB84800,ACC1082,2025-06-22,Pro,428.86541998810253,True
SUB58455,ACC1083,2025-05-17,Basic,439.74543308474733,True
SUB77606,ACC1083,2025-09-30,Pro,124.83384805510413,True
SUB15311,ACC1084,2026-02-07,Pro,227.9034779150842,True
SUB70158,ACC1085,2025-06-25,Pro,76.78619869935943,True
SUB54212,ACC1086,2025-12-15,Pro,336.0301138746438,True
SUB62083,ACC1086,2026-02-15,Basic,160.76224578868613,True
SUB67057,ACC1087,2025-10-06,Pro,226.4694759390106,True
SUB25392,ACC1087,2025-11-23,Basic,498.7374681413297,True
SUB35967,ACC1088,2025-08-13,Enterprise,454.7483644406161,True
SUB13312,ACC1089,2026-04-13,Pro,383.1324652590451,True
SUB87047,ACC1089,2025-10-13,Enterprise,455.7671322124047,True
SUB15228,ACC1090,2026-04-25,Pro,171.36785521685837,True
SUB74704,ACC1090,2025-11-20,Enterprise,490.9581139533808,True
SUB96872,ACC1090,2025-07-15,Basic,268.11982994080324,True
SUB23074,ACC1091,2025-10-06,Basic,458.68557131389423,True
SUB35153,ACC1091,2025-11-11,Pro,402.49225102183027,True
SUB33631,ACC1091,2026-02-25,Basic,136.18737375477266,True
SUB16317,ACC1092,2026-04-22,Pro,375.8570409244872,True
SUB47997,ACC1092,2025-07-02,Basic,373.3242201238611,True
SUB82974,ACC1093,2025-10-31,Enterprise,370.8816866115775,True
SUB37859,ACC1093,2026-01-02,Pro,446.998012580573,True
SUB89672,ACC1094,2026-02-24,Pro,360.94227992368,True
SUB85936,ACC1094,2025-05-18,Basic,179.20803646904128,True
SUB92036,ACC1094,2025-12-01,Enterprise,484.4699849955629,True
SUB64599,ACC1095,2025-12-21,Basic,470.5446100638389,True
SUB39805,ACC1096,2026-01-12,Pro,439.31806012865684,True
SUB88023,ACC1096,2026-01-12,Basic,357.40973164199124,True
SUB44898,ACC1096,2025-09-20,Basic,82.1925834539016,True
SUB20129,ACC1097,2026-04-06,Pro,345.8286437253817,True
SUB51837,ACC1097,2025-12-13,Pro,344.5285135605938,True
SUB88870,ACC1098,2026-02-26,Basic,174.67472969772717,True
SUB42967,ACC1099,2025-12-16,Pro,225.12256269672974,True
SUB75285,ACC1099,2025-05-26,Basic,221.90969868285444,True
SUB71419,ACC1100,2026-05-02,Basic,279.20633617633837,True
SUB43630,ACC1100,2025-08-18,Basic,488.2580555961391,True
SUB76055,ACC1101,2025-08-23,Basic,342.7806593951142,True
SUB66844,ACC1101,2026-04-22,Enterprise,322.5815539147973,True
SUB34796,ACC1101,2025-07-08,Pro,473.97660664810604,True
SUB91998,ACC1102,2026-04-11,Enterprise,364.83804183344944,True
SUB65341,ACC1102,2025-07-12,Basic,343.7617865186712,True
SUB20905,ACC1103,2025-10-04,Basic,449.3250365560885,True
SUB75753,ACC1104,2025-06-17,Pro,166.84574232161017,True
SUB20284,ACC1104,2025-07-03,Enterprise,246.89157726443926,True
SUB73777,ACC1105,2025-05-10,Enterprise,498.99069554178135,True
SUB83706,ACC1105,2025-10-11,Basic,101.82928814783511,True
SUB52197,ACC1106,2025-11-07,Basic,237.403605250716,True
SUB44658,ACC1106,2025-10-18,Pro,177.63152663354023,True
SUB58539,ACC1107,2025-12-10,Enterprise,220.78482920377152,True
SUB77076,ACC1107,2025-10-20,Pro,91.47103252575624,True
SUB89460,ACC1107,2026-02-10,Enterprise,325.0757919063905,True
SUB38092,ACC1108,2026-05-02,Enterprise,230.37327611279164,True
SUB17640,ACC1109,2025-05-07,Basic,336.04500751353714,True
SUB18506,ACC1110,2025-06-05,Basic,77.29217850877565,True
SUB63963,ACC1110,2026-05-02,Pro,229.1437234018635,True
SUB50327,ACC1110,2026-03-14,Enterprise,259.76654869271545,True
SUB37572,ACC1111,2025-10-11,Enterprise,98.85067758465487,True
SUB18925,ACC1111,2026-04-26,Enterprise,55.28932776205892,True
SUB36854,ACC1111,2025-09-16,Pro,273.18698600811496,True
SUB15732,ACC1112,2026-02-11,Enterprise,373.0067221646719,True
SUB80445,ACC1113,2026-04-18,Enterprise,412.6968589653562,True
SUB65796,ACC1113,2026-03-09,Basic,444.27260032945384,True
SUB52700,ACC1113,2025-11-22,Basic,410.44304839668456,True
SUB43407,ACC1114,2026-03-06,Pro,397.88634068822506,True
SUB76118,ACC1114,2025-12-17,Basic,385.7362274061645,True
SUB97396,ACC1114,2025-08-04,Basic,462.51337853982693,True
SUB96632,ACC1115,2025-06-08,Pro,205.41779345018185,True
SUB34031,ACC1115,2025-09-08,Pro,169.56311604762632,True
SUB63766,ACC1116,2025-08-05,Pro,177.46734215710018,True
SUB17618,ACC1116,2025-11-05,Enterprise,486.09598008483334,True
SUB61163,ACC1116,2025-12-26,Basic,263.88135524728807,True
SUB98402,ACC1117,2026-01-05,Pro,465.78886293560254,True
SUB91589,ACC1117,2026-01-18,Basic,463.8930684557355,True
SUB44290,ACC1117,2025-08-10,Enterprise,493.2174094882219,True
SUB94097,ACC1118,2026-04-18,Basic,497.6772294859466,True
SUB73938,ACC1118,2025-09-07,Pro,220.6689170578962,True
SUB61352,ACC1119,2026-04-10,Basic,275.41920537906185,True
SUB48749,ACC1119,2025-10-30,Pro,477.27994095478914,True
SUB11972,ACC1119,2025-09-20,Basic,104.68179961719052,True
SUB37894,ACC1120,2026-02-24,Pro,350.41078683090706,True
SUB61522,ACC1120,2026-04-10,Pro,56.77712125313032,True
SUB96132,ACC1120,2025-05-06,Pro,63.98958536694753,True
SUB37315,ACC1121,2025-06-15,Enterprise,65.37271959382961,True
SUB34593,ACC1121,2026-04-16,Enterprise,279.58707910807175,True
SUB64526,ACC1121,2025-08-19,Pro,459.1429800019897,True
SUB15621,ACC1122,2025-08-02,Pro,73.22045360267596,True
SUB20918,ACC1123,2025-09-15,Basic,121.43923178390645,True
SUB13635,ACC1124,2025-09-17,Enterprise,213.91735472228,True
SUB88363,ACC1124,2026-03-11,Enterprise,267.9255084591674,True
SUB23476,ACC1125,2026-05-01,Pro,240.82134578714303,True
SUB42258,ACC1126,2025-06-18,Enterprise,391.2187865340322,True
SUB33557,ACC1127,2026-03-08,Pro,300.1731507996134,True
SUB51281,ACC1127,2026-04-11,Pro,368.5893546519823,True
SUB43654,ACC1128,2026-03-15,Pro,176.947313233689,True
SUB72422,ACC1128,2025-07-01,Pro,113.6918529314463,True
SUB62757,ACC1129,2026-01-08,Enterprise,105.69313558561913,True
SUB45667,ACC1129,2025-11-17,Basic,468.2007376858799,True
SUB83412,ACC1130,2026-03-06,Enterprise,302.22432032974666,True
SUB33803,ACC1130,2025-09-18,Enterprise,461.90240099775735,True
SUB82608,ACC1131,2025-10-21,Basic,63.77856116251464,True
SUB27676,ACC1131,2026-03-04,Enterprise,399.92826319375075,True
SUB50618,ACC1132,2025-06-20,Enterprise,381.6512224892827,True
SUB42708,ACC1132,2025-07-23,Enterprise,451.01215319608156,True
SUB74838,ACC1133,2025-08-14,Basic,59.14018266121368,True
SUB89895,ACC1133,2026-02-18,Pro,210.09640860979545,True
SUB51383,ACC1133,2026-04-03,Pro,449.7652796815039,True
SUB74951,ACC1134,2026-04-14,Basic,188.59313335458734,True
SUB42869,ACC1134,2026-03-01,Basic,395.2590956981094,True
SUB63026,ACC1134,2025-12-17,Enterprise,175.89940035441577,True
SUB89353,ACC1135,2025-10-20,Pro,65.81718192166583,True
SUB95379,ACC1135,2026-03-15,Basic,310.3652658391623,True
SUB70391,ACC1136,2025-12-19,Enterprise,499.45816495882747,True
SUB71584,ACC1136,2025-07-18,Pro,381.9314182628361,True
SUB32043,ACC1136,2025-11-17,Basic,236.59012909241497,True
SUB29431,ACC1137,2025-07-10,Basic,139.589041406643,True
SUB28034,ACC1138,2025-06-14,Basic,245.02329494870617,True
SUB56029,ACC1138,2025-07-31,Pro,88.72666405330655,True
SUB66580,ACC1139,2026-01-14,Pro,279.0256899477997,True
SUB63332,ACC1140,2025-05-15,Basic,124.59652050609436,True
SUB14927,ACC1140,2026-01-06,Basic,185.8981181394738,True
SUB72875,ACC1141,2025-09-11,Enterprise,359.18507404000223,True
SUB87850,ACC1141,2025-11-04,Pro,383.2077411532834,True
SUB44943,ACC1141,2026-03-30,Enterprise,352.73403961331746,True
SUB40146,ACC1142,2026-01-13,Basic,332.7765995211648,True
SUB49284,ACC1142,2026-03-31,Pro,418.2741518185826,True
SUB58245,ACC1142,2025-05-28,Enterprise,188.25325278748144,True
SUB38730,ACC1143,2025-10-28,Enterprise,420.0135976289606,True
SUB64206,ACC1144,2025-05-25,Basic,149.0432607116528,True
SUB39339,ACC1144,2026-03-15,Pro,409.9372797904533,True
SUB54489,ACC1145,2025-12-14,Enterprise,271.9452511035943,True
SUB49172,ACC1145,2025-10-21,Enterprise,180.42778948685958,True
SUB86038,ACC1145,2025-11-05,Basic,232.64748781723972,True
SUB54935,ACC1146,2025-11-30,Enterprise,135.80497113801118,True
SUB20983,ACC1147,2026-02-13,Pro,206.38792111035428,True
SUB19885,ACC1147,2025-07-20,Pro,308.06955909023105,True
SUB46969,ACC1147,2025-11-29,Basic,386.19728362495476,True
SUB10687,ACC1148,2025-06-19,Pro,216.1542128653902,True
SUB46903,ACC1148,2025-12-10,Basic,219.5349981892583,True
SUB23519,ACC1148,2025-05-05,Enterprise,364.4963151260157,True
SUB40068,ACC1149,2025-12-27,Basic,182.8466054086004,True
SUB94844,ACC1149,2025-05-08,Basic,213.4999622516445,True
SUB83879,ACC1150,2026-01-26,Enterprise,363.47046454795253,True
SUB48966,ACC1150,2025-06-02,Pro,188.5801015178504,True
SUB61036,ACC1150,2026-01-20,Pro,162.0236771959901,True
SUB25905,ACC1151,2026-01-27,Enterprise,252.05350163640117,True
SUB13974,ACC1152,2025-10-12,Enterprise,256.072602393968,True
SUB43473,ACC1152,2025-09-16,Enterprise,420.29054534781716,True
SUB72446,ACC1152,2026-02-06,Basic,128.78124307317796,True
SUB41883,ACC1153,2025-09-11,Basic,64.71822157837929,True
SUB80824,ACC1154,2026-02-20,Enterprise,348.35073643466524,True
SUB48952,ACC1154,2026-02-03,Basic,476.6791415332627,True
SUB35810,ACC1155,2025-10-01,Pro,472.0384645211224,True
SUB42594,ACC1155,2025-05-27,Pro,70.02460343613845,True
SUB54503,ACC1156,2026-02-24,Basic,340.00713747863705,True
SUB95848,ACC1156,2026-03-09,Enterprise,143.02755902051115,True
SUB76683,ACC1156,2026-04-22,Enterprise,198.25442440276376,True
SUB89435,ACC1157,2025-06-20,Pro,379.5764361000736,True
SUB19683,ACC1158,2025-07-05,Enterprise,83.87549253067864,True
SUB49197,ACC1159,2026-01-04,Enterprise,121.24122227863724,True
SUB86371,ACC1159,2025-12-11,Pro,393.907404402593,True
SUB42673,ACC1160,2025-11-10,Pro,69.54554793460778,True
SUB88775,ACC1161,2025-10-16,Basic,175.62285524912176,True
SUB78622,ACC1161,2025-12-15,Basic,181.39596423060664,True
SUB87944,ACC1162,2026-01-03,Basic,459.2096515074531,True
SUB42523,ACC1162,2025-09-19,Basic,360.7323501882984,True
SUB92535,ACC1162,2026-03-13,Pro,399.13427751905147,True
SUB51357,ACC1163,2026-01-11,Pro,265.8386664024949,True
SUB31177,ACC1163,2025-11-14,Basic,197.85746526368544,True
SUB32508,ACC1164,2026-01-12,Basic,226.51628598021404,True
SUB12463,ACC1165,2026-02-28,Basic,76.25776594516864,True
SUB20887,ACC1165,2025-10-05,Enterprise,76.31517617962103,True
SUB61016,ACC1166,2026-02-08,Pro,93.04191897574685,True
SUB71622,ACC1167,2026-01-31,Basic,159.68265153694927,True
SUB29901,ACC1167,2025-12-22,Enterprise,107.74328842606178,True
SUB95633,ACC1168,2025-08-25,Basic,202.52475040444,True
SUB80537,ACC1168,2025-12-17,Basic,173.6511272895945,True
SUB98012,ACC1169,2025-09-24,Basic,117.84560318742822,True
SUB43068,ACC1169,2026-02-06,Pro,419.75593295126714,True
SUB11496,ACC1170,2025-10-17,Basic,291.83584270545146,True
SUB26994,ACC1170,2025-11-24,Basic,459.201878397613,True
SUB13901,ACC1170,2025-12-16,Enterprise,216.99193685987746,True
SUB94590,ACC1171,2025-11-29,Pro,215.68277367566287,True
SUB26351,ACC1172,2025-06-26,Enterprise,92.38621055345857,True
SUB62070,ACC1172,2026-03-21,Enterprise,295.6364125832924,True
SUB11101,ACC1173,2025-12-16,Pro,354.1977838410353,True
SUB64680,ACC1173,2025-12-07,Enterprise,306.4538441195022,True
SUB28372,ACC1173,2025-08-15,Enterprise,352.18167322983976,True
SUB97616,ACC1174,2026-03-06,Enterprise,453.3112890610854,True
SUB38948,ACC1174,2026-04-17,Basic,337.63183249218025,True
SUB62494,ACC1175,2026-01-16,Enterprise,369.1627109771914,True
SUB41546,ACC1175,2025-11-30,Basic,61.67376232818566,True
SUB88011,ACC1175,2025-10-25,Pro,150.70602723437318,True
SUB76540,ACC1176,2026-01-20,Pro,183.80784973882476,True
SUB46789,ACC1176,2025-07-27,Pro,237.22957065086928,True
SUB54248,ACC1176,2026-01-30,Pro,204.8034919764894,True
SUB82590,ACC1177,2026-01-18,Pro,93.70614597921787,True
SUB19810,ACC1177,2025-10-15,Enterprise,309.7633586854199,True
SUB37686,ACC1178,2026-03-22,Basic,288.45102886716506,True
SUB82822,ACC1179,2025-12-24,Basic,438.7371640806672,True
SUB70815,ACC1179,2025-08-20,Pro,308.9731774685663,True
SUB88585,ACC1180,2025-05-12,Basic,143.97773244409203,True
SUB37409,ACC1181,2026-04-18,Basic,247.06868779285463,True
SUB77828,ACC1182,2025-12-01,Basic,274.90831805969174,True
SUB16437,ACC1183,2025-05-22,Basic,411.33298741857516,True
SUB15816,ACC1183,2025-09-30,Basic,274.0710862343906,True
SUB20923,ACC1183,2025-07-05,Basic,290.008654344324,True
SUB30253,ACC1184,2026-05-03,Basic,230.79993747254605,True
SUB85331,ACC1184,2026-03-04,Enterprise,181.69841849922713,True
SUB82927,ACC1184,2025-05-28,Pro,198.4008662714576,True
SUB59760,ACC1185,2025-10-18,Basic,96.2181552147648,True
SUB48439,ACC1186,2025-09-13,Enterprise,409.68613141613883,True
SUB45547,ACC1187,2025-09-20,Enterprise,157.66351106840818,True
SUB78648,ACC1188,2026-01-10,Basic,246.18693797355695,True
SUB32779,ACC1188,2025-07-01,Pro,290.65642872347394,True
SUB86725,ACC1189,2025-12-22,Enterprise,449.3409371898799,True
SUB47756,ACC1189,2025-07-08,Enterprise,465.9245459276579,True
SUB16272,ACC1190,2025-07-16,Pro,241.9385539031294,True
SUB40649,ACC1191,2025-08-13,Basic,326.310303024452,True
SUB26271,ACC1191,2026-04-03,Enterprise,383.9443766359724,True
SUB67229,ACC1191,2025-12-12,Pro,337.6518380705603,True
SUB71877,ACC1192,2026-04-29,Basic,219.9108027897634,True
SUB63144,ACC1192,2025-12-03,Enterprise,363.55852104831996,True
SUB99707,ACC1193,2025-09-12,Enterprise,173.27318151449123,True
SUB41606,ACC1193,2025-07-04,Enterprise,375.4147076455109,True
SUB92737,ACC1194,2025-12-09,Enterprise,276.5024950683279,True
SUB54668,ACC1195,2026-02-11,Pro,102.54844634777822,True
SUB29503,ACC1195,2025-07-12,Basic,174.5481904405998,True
SUB91587,ACC1196,2025-08-09,Basic,133.45816181334885,True
SUB78061,ACC1196,2026-01-06,Pro,220.71150513917465,True
SUB45816,ACC1197,2025-12-26,Pro,103.09049440075867,True
SUB42341,ACC1198,2026-02-07,Enterprise,229.7526251795517,True
SUB29406,ACC1198,2026-04-17,Basic,401.97583148463775,True
SUB92995,ACC1198,2025-06-23,Pro,174.97975703086928,True
SUB24357,ACC1199,2025-06-02,Enterprise,386.3987421258225,True
SUB82194,ACC1199,2025-09-30,Pro,99.72269573818852,True
SUB92968,ACC1200,2025-12-13,Pro,291.38658924433594,True
SUB68901,ACC1200,2025-07-07,Pro,315.3579851613291,True
SUB73407,ACC1201,2025-07-12,Enterprise,61.165088599932695,True
SUB74114,ACC1202,2025-06-29,Basic,193.9417313474611,True
SUB27672,ACC1202,2025-10-26,Enterprise,490.4039827415783,True
SUB15789,ACC1203,2026-04-24,Enterprise,164.37431581260296,True
SUB71076,ACC1204,2025-10-14,Enterprise,112.26998408919695,True
SUB21997,ACC1205,2026-04-08,Pro,375.80030869335684,True
SUB25113,ACC1205,2025-07-01,Pro,483.8355955106536,True
SUB35026,ACC1206,2026-04-08,Pro,69.86454695993368,True
SUB10440,ACC1206,2026-04-17,Pro,373.63766349651746,True
SUB99989,ACC1206,2026-01-16,Basic,445.7968240967496,True
SUB58296,ACC1207,2025-06-06,Enterprise,272.59921456819984,True
SUB82628,ACC1207,2025-10-18,Basic,122.5444341688546,True
SUB76910,ACC1207,2026-04-29,Pro,268.86532811055724,True
SUB74126,ACC1208,2025-07-02,Basic,143.4537894338108,True
SUB99350,ACC1209,2025-11-14,Pro,474.932311376131,True
